deg,mos_pred,model
5536_2_antifake.wav,2.0772271156311035,NISQAv2_mos_only
5536_2_ffmpeg.wav,4.348670959472656,NISQAv2_mos_only
5694_1_antifake.wav,2.5490152835845947,NISQAv2_mos_only
5694_1_ffmpeg.wav,4.8199462890625,NISQAv2_mos_only
5694_2_antifake.wav,2.4972407817840576,NISQAv2_mos_only
5694_2_ffmpeg.wav,4.9287519454956055,NISQAv2_mos_only
5895_1_antifake.wav,1.815160870552063,NISQAv2_mos_only
5895_1_ffmpeg.wav,4.028075695037842,NISQAv2_mos_only
5895_2_antifake.wav,1.5608208179473877,NISQAv2_mos_only
5895_2_ffmpeg.wav,3.790210485458374,NISQAv2_mos_only
6241_1_antifake.wav,2.7004051208496094,NISQAv2_mos_only
6241_1_ffmpeg.wav,4.536179542541504,NISQAv2_mos_only
6241_2_antifake.wav,2.621194839477539,NISQAv2_mos_only
6241_2_ffmpeg.wav,4.2694501876831055,NISQAv2_mos_only
6295_1_antifake.wav,1.9076300859451294,NISQAv2_mos_only
6295_1_ffmpeg.wav,5.142998695373535,NISQAv2_mos_only
6295_2_antifake.wav,1.9397096633911133,NISQAv2_mos_only
6295_2_ffmpeg.wav,5.04996395111084,NISQAv2_mos_only
6313_1_antifake.wav,1.522063970565796,NISQAv2_mos_only
6313_1_ffmpeg.wav,3.0331735610961914,NISQAv2_mos_only
6313_2_antifake.wav,1.5782577991485596,NISQAv2_mos_only
6313_2_ffmpeg.wav,2.692392587661743,NISQAv2_mos_only
6319_1_antifake.wav,2.5930674076080322,NISQAv2_mos_only
6319_1_ffmpeg.wav,4.966913223266602,NISQAv2_mos_only
6319_2_antifake.wav,2.5184237957000732,NISQAv2_mos_only
6319_2_ffmpeg.wav,4.804405689239502,NISQAv2_mos_only
6345_1_antifake.wav,1.4298481941223145,NISQAv2_mos_only
6345_1_ffmpeg.wav,3.6392405033111572,NISQAv2_mos_only
6345_2_antifake.wav,1.263182520866394,NISQAv2_mos_only
6345_2_ffmpeg.wav,4.785637855529785,NISQAv2_mos_only
652_1_antifake.wav,2.5059547424316406,NISQAv2_mos_only
652_1_ffmpeg.wav,4.380309104919434,NISQAv2_mos_only
652_2_antifake.wav,2.645991325378418,NISQAv2_mos_only
652_2_ffmpeg.wav,4.217872142791748,NISQAv2_mos_only
777_1_antifake.wav,2.278918504714966,NISQAv2_mos_only
777_1_ffmpeg.wav,3.76387619972229,NISQAv2_mos_only
777_2_antifake.wav,1.947916030883789,NISQAv2_mos_only
777_2_ffmpeg.wav,3.689535140991211,NISQAv2_mos_only
7850_1_antifake.wav,2.0985817909240723,NISQAv2_mos_only
7850_1_ffmpeg.wav,4.4585795402526855,NISQAv2_mos_only
7850_2_antifake.wav,2.6438941955566406,NISQAv2_mos_only
7850_2_ffmpeg.wav,3.957251787185669,NISQAv2_mos_only
7976_1_antifake.wav,2.0095441341400146,NISQAv2_mos_only
7976_1_ffmpeg.wav,4.812130451202393,NISQAv2_mos_only
7976_2_antifake.wav,1.8393962383270264,NISQAv2_mos_only
7976_2_ffmpeg.wav,4.815146446228027,NISQAv2_mos_only
8297_1_antifake.wav,2.788543462753296,NISQAv2_mos_only
8297_1_ffmpeg.wav,4.99592924118042,NISQAv2_mos_only
8297_2_antifake.wav,2.9197726249694824,NISQAv2_mos_only
8297_2_ffmpeg.wav,4.967163562774658,NISQAv2_mos_only
84_1_antifake.wav,2.609628915786743,NISQAv2_mos_only
84_1_ffmpeg.wav,4.5748724937438965,NISQAv2_mos_only
84_2_antifake.wav,2.6940810680389404,NISQAv2_mos_only
84_2_ffmpeg.wav,4.75228214263916,NISQAv2_mos_only
8842_1_antifake.wav,1.6818244457244873,NISQAv2_mos_only
8842_1_ffmpeg.wav,4.236119270324707,NISQAv2_mos_only
8842_2_antifake.wav,2.03606915473938,NISQAv2_mos_only
8842_2_ffmpeg.wav,4.29652738571167,NISQAv2_mos_only
